,datetime_local,location_name,BPM2.5
3341,2022-05-23-12,Melbourne CBD,17.204
3342,2022-05-23-13,Melbourne CBD,14.831
3343,2022-05-23-14,Melbourne CBD,27.168
3344,2022-05-23-15,Melbourne CBD,29.492
3345,2022-05-23-16,Melbourne CBD,31.075
3346,2022-05-23-17,Melbourne CBD,32.027
3347,2022-05-23-18,Melbourne CBD,30.243
3348,2022-05-23-19,Melbourne CBD,33.561
3349,2022-05-23-20,Melbourne CBD,39.296
3350,2022-05-23-21,Melbourne CBD,42.731
3351,2022-05-23-22,Melbourne CBD,29.31
3352,2022-05-23-23,Melbourne CBD,28.564
3353,2022-05-24-00,Melbourne CBD,31.38
3354,2022-05-24-01,Melbourne CBD,33.347
3355,2022-05-24-02,Melbourne CBD,34.37
3356,2022-05-24-03,Melbourne CBD,24.991
3357,2022-05-24-04,Melbourne CBD,17.389
3358,2022-05-24-05,Melbourne CBD,15.385
3359,2022-05-24-06,Melbourne CBD,16.673
3360,2022-05-24-07,Melbourne CBD,14.663
3361,2022-05-24-08,Melbourne CBD,18.406
3362,2022-05-24-09,Melbourne CBD,21.297
3363,2022-05-24-10,Melbourne CBD,25.662
3364,2022-05-24-11,Melbourne CBD,25.793
3365,2022-05-24-12,Melbourne CBD,23.256
3366,2022-05-24-13,Melbourne CBD,13.618
3367,2022-05-24-14,Melbourne CBD,8.365
3368,2022-05-24-15,Melbourne CBD,-1.445
3369,2022-05-24-16,Melbourne CBD,8.178
3370,2022-05-24-17,Melbourne CBD,7.011
3371,2022-05-24-18,Melbourne CBD,5.904
3372,2022-05-24-19,Melbourne CBD,8.379
3373,2022-05-24-20,Melbourne CBD,11.743
3374,2022-05-24-21,Melbourne CBD,20.267
3375,2022-05-24-22,Melbourne CBD,18.788
3376,2022-05-24-23,Melbourne CBD,18.739
3377,2022-05-25-00,Melbourne CBD,10.455
3378,2022-05-25-01,Melbourne CBD,10.987
3379,2022-05-25-02,Melbourne CBD,13.622
3380,2022-05-25-03,Melbourne CBD,10.334
3381,2022-05-25-04,Melbourne CBD,8.128
3382,2022-05-25-05,Melbourne CBD,10.233
3383,2022-05-25-06,Melbourne CBD,11.934
3384,2022-05-25-07,Melbourne CBD,13.57
3385,2022-05-25-08,Melbourne CBD,7.927
3386,2022-05-25-09,Melbourne CBD,6.154
3387,2022-05-25-10,Melbourne CBD,9.658
3388,2022-05-25-11,Melbourne CBD,5.311
3389,2022-05-25-12,Melbourne CBD,6.734
3390,2022-05-25-13,Melbourne CBD,10.604
3391,2022-05-25-14,Melbourne CBD,4.468
3392,2022-05-25-15,Melbourne CBD,6.976
3393,2022-05-25-16,Melbourne CBD,7.7
3394,2022-05-25-17,Melbourne CBD,1.416
3395,2022-05-25-18,Melbourne CBD,2.333
3396,2022-05-25-19,Melbourne CBD,7.616
3397,2022-05-25-20,Melbourne CBD,5.595
3398,2022-05-25-21,Melbourne CBD,10.038
3399,2022-05-25-22,Melbourne CBD,8.612
3400,2022-05-25-23,Melbourne CBD,12.996
3401,2022-05-26-00,Melbourne CBD,8.794
3402,2022-05-26-01,Melbourne CBD,10.356
3403,2022-05-26-02,Melbourne CBD,9.899
3404,2022-05-26-03,Melbourne CBD,5.117
3405,2022-05-26-04,Melbourne CBD,8.922
3406,2022-05-26-05,Melbourne CBD,5.559
3407,2022-05-26-06,Melbourne CBD,4.694
3408,2022-05-26-07,Melbourne CBD,7.27
3409,2022-05-26-08,Melbourne CBD,2.515
3410,2022-05-26-09,Melbourne CBD,0.359
3411,2022-05-26-10,Melbourne CBD,6.725
3412,2022-05-26-11,Melbourne CBD,1.885
3413,2022-05-26-12,Melbourne CBD,2.473
3414,2022-05-26-13,Melbourne CBD,3.39
3415,2022-05-26-14,Melbourne CBD,4.745
3416,2022-05-26-15,Melbourne CBD,5.411
3417,2022-05-26-16,Melbourne CBD,3.782
3418,2022-05-26-17,Melbourne CBD,6.227
3419,2022-05-26-18,Melbourne CBD,2.35
3420,2022-05-26-19,Melbourne CBD,9.413
3421,2022-05-26-20,Melbourne CBD,7.944
3422,2022-05-26-21,Melbourne CBD,10.312
3423,2022-05-26-22,Melbourne CBD,8.107
3424,2022-05-26-23,Melbourne CBD,5.072
3425,2022-05-27-00,Melbourne CBD,9.552
3426,2022-05-27-01,Melbourne CBD,1.945
3427,2022-05-27-02,Melbourne CBD,0.932
3428,2022-05-27-03,Melbourne CBD,4.802
3429,2022-05-27-04,Melbourne CBD,0.69
3430,2022-05-27-05,Melbourne CBD,4.65
3431,2022-05-27-06,Melbourne CBD,7.244
3432,2022-05-27-07,Melbourne CBD,13.39
3433,2022-05-27-08,Melbourne CBD,4.957
3434,2022-05-27-15,Melbourne CBD,-0.999
3435,2022-05-27-16,Melbourne CBD,-3.541
3436,2022-05-27-17,Melbourne CBD,2.682
3437,2022-05-27-18,Melbourne CBD,3.338
3438,2022-05-27-19,Melbourne CBD,3.744
3439,2022-05-27-20,Melbourne CBD,-1.171
3440,2022-05-27-21,Melbourne CBD,-1.803
3441,2022-05-27-22,Melbourne CBD,0.692
3442,2022-05-27-23,Melbourne CBD,1.955
3443,2022-05-28-00,Melbourne CBD,0.231
3444,2022-05-28-01,Melbourne CBD,2.24
3445,2022-05-28-02,Melbourne CBD,-2.702
3446,2022-05-28-03,Melbourne CBD,6.279
3447,2022-05-28-04,Melbourne CBD,-1.846
3448,2022-05-28-05,Melbourne CBD,-3.59
3449,2022-05-28-06,Melbourne CBD,1.589
3450,2022-05-28-07,Melbourne CBD,-0.588
3451,2022-05-28-08,Melbourne CBD,5.796
3452,2022-05-28-09,Melbourne CBD,-3.038
3453,2022-05-28-10,Melbourne CBD,2.341
3454,2022-05-28-11,Melbourne CBD,5.868
3455,2022-05-28-12,Melbourne CBD,5.84
3456,2022-05-28-13,Melbourne CBD,-2.078
3457,2022-05-28-14,Melbourne CBD,-1.692
3458,2022-05-28-15,Melbourne CBD,-0.496
3459,2022-05-28-16,Melbourne CBD,1.818
3460,2022-05-28-17,Melbourne CBD,-2.733
3461,2022-05-28-18,Melbourne CBD,-2.882
3462,2022-05-28-19,Melbourne CBD,-0.88
3463,2022-05-28-20,Melbourne CBD,0.14
3464,2022-05-28-21,Melbourne CBD,2.171
3465,2022-05-28-22,Melbourne CBD,1.563
3466,2022-05-28-23,Melbourne CBD,-3.749
3467,2022-05-29-00,Melbourne CBD,-1.866
3468,2022-05-29-01,Melbourne CBD,-4.401
3469,2022-05-29-02,Melbourne CBD,1.282
3470,2022-05-29-03,Melbourne CBD,6.144
3471,2022-05-29-04,Melbourne CBD,1.956
3472,2022-05-29-05,Melbourne CBD,2.157
3473,2022-05-29-06,Melbourne CBD,1.634
3474,2022-05-29-07,Melbourne CBD,2.429
3475,2022-05-29-08,Melbourne CBD,0.169
3476,2022-05-29-09,Melbourne CBD,-1.545
3477,2022-05-29-10,Melbourne CBD,2.171
3478,2022-05-29-11,Melbourne CBD,-1.36
3479,2022-05-29-12,Melbourne CBD,5.522
3480,2022-05-29-13,Melbourne CBD,5.907
3481,2022-05-29-14,Melbourne CBD,2.859
3482,2022-05-29-15,Melbourne CBD,0.045
3483,2022-05-29-16,Melbourne CBD,-0.429
3484,2022-05-29-17,Melbourne CBD,-0.768
3485,2022-05-29-18,Melbourne CBD,-1.407
3486,2022-05-29-19,Melbourne CBD,-0.014
3487,2022-05-29-20,Melbourne CBD,1.864
3488,2022-05-29-21,Melbourne CBD,0.406
3489,2022-05-29-22,Melbourne CBD,1.726
3490,2022-05-29-23,Melbourne CBD,0.244
3491,2022-05-30-00,Melbourne CBD,-5.565
3492,2022-05-30-01,Melbourne CBD,2.378
3493,2022-05-30-02,Melbourne CBD,6.358
3494,2022-05-30-03,Melbourne CBD,2.096
3495,2022-05-30-04,Melbourne CBD,-2.96
3496,2022-05-30-05,Melbourne CBD,0.777
3497,2022-05-30-06,Melbourne CBD,4.517
3498,2022-05-30-07,Melbourne CBD,-2.237
3499,2022-05-30-08,Melbourne CBD,0.87
3500,2022-05-30-09,Melbourne CBD,0.307
3501,2022-05-30-10,Melbourne CBD,2.547
3502,2022-05-30-11,Melbourne CBD,7.556
3503,2022-05-30-12,Melbourne CBD,0.999
3504,2022-05-30-13,Melbourne CBD,-1.315
3505,2022-05-30-14,Melbourne CBD,-3.162
3506,2022-05-30-15,Melbourne CBD,3.176
3507,2022-05-30-16,Melbourne CBD,1.301
3508,2022-05-30-17,Melbourne CBD,-2.63
3509,2022-05-30-18,Melbourne CBD,9.63
3510,2022-05-30-19,Melbourne CBD,17.795
3511,2022-05-30-20,Melbourne CBD,14.915
3512,2022-05-30-21,Melbourne CBD,15.118
3513,2022-05-30-22,Melbourne CBD,6.087
3514,2022-05-30-23,Melbourne CBD,7.483
3515,2022-05-31-00,Melbourne CBD,2.335
3516,2022-05-31-01,Melbourne CBD,2.574
3517,2022-05-31-02,Melbourne CBD,5.306
3518,2022-05-31-03,Melbourne CBD,10.108
3519,2022-05-31-04,Melbourne CBD,-5.265
3520,2022-05-31-05,Melbourne CBD,4.662
3521,2022-05-31-06,Melbourne CBD,-0.512
3522,2022-05-31-07,Melbourne CBD,1.608
3523,2022-05-31-08,Melbourne CBD,8.328
3524,2022-05-31-09,Melbourne CBD,6.701
3525,2022-05-31-10,Melbourne CBD,14.217
3526,2022-05-31-11,Melbourne CBD,5.554
3527,2022-05-31-12,Melbourne CBD,8.476
3528,2022-05-31-13,Melbourne CBD,5.449
3529,2022-05-31-14,Melbourne CBD,7.717
3530,2022-05-31-15,Melbourne CBD,-0.825
3531,2022-05-31-16,Melbourne CBD,1.007
3532,2022-05-31-17,Melbourne CBD,4.535
3533,2022-05-31-18,Melbourne CBD,3.744
3534,2022-05-31-19,Melbourne CBD,-0.222
3535,2022-05-31-20,Melbourne CBD,7.134
3536,2022-05-31-21,Melbourne CBD,3.611
3537,2022-05-31-22,Melbourne CBD,0.732
3538,2022-05-31-23,Melbourne CBD,2.002
3539,2022-06-01-00,Melbourne CBD,-2.501
3540,2022-06-01-01,Melbourne CBD,1.871
3541,2022-06-01-02,Melbourne CBD,-0.908
3542,2022-06-01-03,Melbourne CBD,3.188
3543,2022-06-01-04,Melbourne CBD,2.458
3544,2022-06-01-05,Melbourne CBD,1.731
3545,2022-06-01-06,Melbourne CBD,3.332
3546,2022-06-01-07,Melbourne CBD,6.711
3547,2022-06-01-08,Melbourne CBD,6.821
3548,2022-06-01-09,Melbourne CBD,5.64
3549,2022-06-01-10,Melbourne CBD,10.274
3550,2022-06-01-11,Melbourne CBD,7.137
3551,2022-06-01-12,Melbourne CBD,6.452
3552,2022-06-01-13,Melbourne CBD,17.139
3553,2022-06-01-14,Melbourne CBD,10.051
3554,2022-06-01-15,Melbourne CBD,10.324
3555,2022-06-01-16,Melbourne CBD,5.138
3556,2022-06-01-17,Melbourne CBD,1.111
3557,2022-06-01-18,Melbourne CBD,3.842
3558,2022-06-01-19,Melbourne CBD,5.381
3559,2022-06-01-20,Melbourne CBD,12.091
3560,2022-06-01-21,Melbourne CBD,4.669
3561,2022-06-01-22,Melbourne CBD,7.428
3562,2022-06-01-23,Melbourne CBD,4.166
3563,2022-06-02-00,Melbourne CBD,2.216
3564,2022-06-02-01,Melbourne CBD,3.629
3565,2022-06-02-02,Melbourne CBD,6.626
3566,2022-06-02-03,Melbourne CBD,1.578
3567,2022-06-02-04,Melbourne CBD,2.476
3568,2022-06-02-05,Melbourne CBD,9.242
3569,2022-06-02-06,Melbourne CBD,8.357
3570,2022-06-02-07,Melbourne CBD,9.548
3571,2022-06-02-08,Melbourne CBD,7.037
3572,2022-06-02-09,Melbourne CBD,9.464
3573,2022-06-02-10,Melbourne CBD,9.722
3574,2022-06-02-11,Melbourne CBD,3.846
3575,2022-06-02-12,Melbourne CBD,7.471
3576,2022-06-02-13,Melbourne CBD,4.077
3577,2022-06-02-14,Melbourne CBD,4.089
3578,2022-06-02-15,Melbourne CBD,2.786
3579,2022-06-02-16,Melbourne CBD,3.965
3580,2022-06-02-17,Melbourne CBD,3.664
3581,2022-06-02-18,Melbourne CBD,9.773
3582,2022-06-02-19,Melbourne CBD,7.301
3583,2022-06-02-20,Melbourne CBD,2.813
3584,2022-06-02-21,Melbourne CBD,10.537
3585,2022-06-02-22,Melbourne CBD,4.538
3586,2022-06-02-23,Melbourne CBD,9.94
3587,2022-06-03-00,Melbourne CBD,5.271
3588,2022-06-03-01,Melbourne CBD,2.434
3589,2022-06-03-02,Melbourne CBD,4.81
3590,2022-06-03-03,Melbourne CBD,5.91
3591,2022-06-03-04,Melbourne CBD,6.295
3592,2022-06-03-05,Melbourne CBD,6.402
3593,2022-06-03-06,Melbourne CBD,5.268
3594,2022-06-03-07,Melbourne CBD,5.829
3595,2022-06-03-08,Melbourne CBD,5.174
3596,2022-06-03-09,Melbourne CBD,9.451
3597,2022-06-03-10,Melbourne CBD,10.704
3598,2022-06-03-11,Melbourne CBD,3.331
3599,2022-06-03-12,Melbourne CBD,9.607
3600,2022-06-03-13,Melbourne CBD,3.988
3601,2022-06-03-14,Melbourne CBD,4.959
3602,2022-06-03-15,Melbourne CBD,1.125
3603,2022-06-03-16,Melbourne CBD,5.367
3604,2022-06-03-17,Melbourne CBD,8.818
3605,2022-06-03-18,Melbourne CBD,8.725
3606,2022-06-03-19,Melbourne CBD,5.799
3607,2022-06-03-20,Melbourne CBD,3.913
3608,2022-06-03-21,Melbourne CBD,1.279
3609,2022-06-03-22,Melbourne CBD,2.519
3610,2022-06-03-23,Melbourne CBD,-0.412
3611,2022-06-04-00,Melbourne CBD,5.679
3612,2022-06-04-01,Melbourne CBD,-0.919
3613,2022-06-04-02,Melbourne CBD,3.409
3614,2022-06-04-03,Melbourne CBD,4.79
3615,2022-06-04-04,Melbourne CBD,0.857
3616,2022-06-04-05,Melbourne CBD,3.399
3617,2022-06-04-06,Melbourne CBD,5.244
3618,2022-06-04-07,Melbourne CBD,8.412
3619,2022-06-04-08,Melbourne CBD,-4.963
3620,2022-06-04-09,Melbourne CBD,4.264
3621,2022-06-04-10,Melbourne CBD,5.092
3622,2022-06-04-11,Melbourne CBD,3.989
3623,2022-06-04-12,Melbourne CBD,3.398
3624,2022-06-04-13,Melbourne CBD,2.103
3625,2022-06-04-14,Melbourne CBD,-2.023
3626,2022-06-04-15,Melbourne CBD,-0.472
3627,2022-06-04-16,Melbourne CBD,3.854
3628,2022-06-04-17,Melbourne CBD,4.55
3629,2022-06-04-18,Melbourne CBD,-0.256
3630,2022-06-04-19,Melbourne CBD,2.41
3631,2022-06-04-20,Melbourne CBD,4.007
3632,2022-06-04-21,Melbourne CBD,1.826
3633,2022-06-04-22,Melbourne CBD,6.55
3634,2022-06-04-23,Melbourne CBD,4.195
3635,2022-06-05-00,Melbourne CBD,1.723
3636,2022-06-05-01,Melbourne CBD,9.34
3637,2022-06-05-02,Melbourne CBD,1.289
3638,2022-06-05-03,Melbourne CBD,3.609
3639,2022-06-05-04,Melbourne CBD,0.441
3640,2022-06-05-05,Melbourne CBD,-2.147
3641,2022-06-05-06,Melbourne CBD,1.243
3642,2022-06-05-07,Melbourne CBD,2.55
3643,2022-06-05-08,Melbourne CBD,7.123
3644,2022-06-05-09,Melbourne CBD,1.906
3645,2022-06-05-10,Melbourne CBD,-0.159
3646,2022-06-05-11,Melbourne CBD,4.867
3647,2022-06-05-12,Melbourne CBD,1.949
3648,2022-06-05-13,Melbourne CBD,2.732
3649,2022-06-05-14,Melbourne CBD,-0.066
3650,2022-06-05-15,Melbourne CBD,2.002
3651,2022-06-05-16,Melbourne CBD,1.758
3652,2022-06-05-17,Melbourne CBD,0.628
3653,2022-06-05-18,Melbourne CBD,1.954
3654,2022-06-05-19,Melbourne CBD,6.487
3655,2022-06-05-20,Melbourne CBD,6.324
3656,2022-06-05-21,Melbourne CBD,2.577
3657,2022-06-05-22,Melbourne CBD,5.665
3658,2022-06-05-23,Melbourne CBD,3.406
3659,2022-06-06-00,Melbourne CBD,4.493
3660,2022-06-06-01,Melbourne CBD,0.102
3661,2022-06-06-02,Melbourne CBD,2.712
3662,2022-06-06-03,Melbourne CBD,4.93
3663,2022-06-06-04,Melbourne CBD,-1.803
3664,2022-06-06-05,Melbourne CBD,2.171
3665,2022-06-06-06,Melbourne CBD,3.954
3666,2022-06-06-07,Melbourne CBD,6.491
3667,2022-06-06-08,Melbourne CBD,9.908
3668,2022-06-06-09,Melbourne CBD,3.06
3669,2022-06-06-17,Melbourne CBD,0.112
3670,2022-06-06-18,Melbourne CBD,8.536
3671,2022-06-06-19,Melbourne CBD,4.557
3672,2022-06-06-20,Melbourne CBD,1.664
3673,2022-06-06-21,Melbourne CBD,1.318
3674,2022-06-06-22,Melbourne CBD,-1.248
3675,2022-06-06-23,Melbourne CBD,2.614
3676,2022-06-07-00,Melbourne CBD,7.417
3677,2022-06-07-01,Melbourne CBD,1.996
3678,2022-06-07-02,Melbourne CBD,-2.515
3679,2022-06-07-03,Melbourne CBD,1.051
3680,2022-06-07-04,Melbourne CBD,4.051
3681,2022-06-07-05,Melbourne CBD,3.22
3682,2022-06-07-06,Melbourne CBD,3.826
3683,2022-06-07-07,Melbourne CBD,4.838
3684,2022-06-07-08,Melbourne CBD,5.085
3685,2022-06-07-09,Melbourne CBD,6.939
3686,2022-06-07-10,Melbourne CBD,10.891
3687,2022-06-07-11,Melbourne CBD,6.623
3688,2022-06-07-12,Melbourne CBD,10.484
3689,2022-06-07-13,Melbourne CBD,0.579
3690,2022-06-07-14,Melbourne CBD,4.75
3691,2022-06-07-15,Melbourne CBD,5.764
3692,2022-06-07-16,Melbourne CBD,7.036
3693,2022-06-07-17,Melbourne CBD,3.583
3694,2022-06-07-18,Melbourne CBD,9.603
3695,2022-06-07-19,Melbourne CBD,8.111
3696,2022-06-07-20,Melbourne CBD,1.05
3697,2022-06-07-21,Melbourne CBD,8.962
3698,2022-06-07-22,Melbourne CBD,4.756
3699,2022-06-07-23,Melbourne CBD,7.609
3700,2022-06-08-00,Melbourne CBD,7.474
3701,2022-06-08-01,Melbourne CBD,3.447
3702,2022-06-08-02,Melbourne CBD,-0.118
3703,2022-06-08-03,Melbourne CBD,1.494
3704,2022-06-08-04,Melbourne CBD,4.96
3705,2022-06-08-05,Melbourne CBD,8.749
3706,2022-06-08-06,Melbourne CBD,7.399
3707,2022-06-08-07,Melbourne CBD,5.738
3708,2022-06-08-08,Melbourne CBD,7.691
3709,2022-06-08-09,Melbourne CBD,13.211
3710,2022-06-08-10,Melbourne CBD,8.308
3711,2022-06-08-11,Melbourne CBD,7.176
3712,2022-06-08-12,Melbourne CBD,7.944
3713,2022-06-08-13,Melbourne CBD,9.409
3714,2022-06-08-14,Melbourne CBD,6.898
3715,2022-06-08-15,Melbourne CBD,4.972
3716,2022-06-08-16,Melbourne CBD,6.178
3717,2022-06-08-17,Melbourne CBD,5.556
3718,2022-06-08-18,Melbourne CBD,6.672
3719,2022-06-08-19,Melbourne CBD,4.585
3720,2022-06-08-20,Melbourne CBD,6.596
3721,2022-06-08-21,Melbourne CBD,0.276
3722,2022-06-08-22,Melbourne CBD,3.294
3723,2022-06-08-23,Melbourne CBD,1.632
3724,2022-06-09-00,Melbourne CBD,-0.424
3725,2022-06-09-01,Melbourne CBD,-1.707
3726,2022-06-09-02,Melbourne CBD,4.349
3727,2022-06-09-03,Melbourne CBD,0.114
3728,2022-06-09-04,Melbourne CBD,4.113
3729,2022-06-09-05,Melbourne CBD,1.907
3730,2022-06-09-06,Melbourne CBD,0.474
3731,2022-06-09-07,Melbourne CBD,2.618
3732,2022-06-09-08,Melbourne CBD,3.73
3733,2022-06-09-09,Melbourne CBD,6.55
3734,2022-06-09-10,Melbourne CBD,3.735
3735,2022-06-09-11,Melbourne CBD,8.961
3736,2022-06-09-12,Melbourne CBD,6.894
3737,2022-06-09-13,Melbourne CBD,3.778
3738,2022-06-09-14,Melbourne CBD,6.988
3739,2022-06-09-15,Melbourne CBD,6.577
3740,2022-06-09-16,Melbourne CBD,4.369
3741,2022-06-09-17,Melbourne CBD,7.002
3742,2022-06-09-18,Melbourne CBD,8.461
3743,2022-06-09-19,Melbourne CBD,1.553
3744,2022-06-09-20,Melbourne CBD,7.396
3745,2022-06-09-21,Melbourne CBD,1.898
3746,2022-06-09-22,Melbourne CBD,5.623
3747,2022-06-09-23,Melbourne CBD,3.736
3748,2022-06-10-00,Melbourne CBD,5.296
3749,2022-06-10-01,Melbourne CBD,5.059
3750,2022-06-10-02,Melbourne CBD,4.354
3751,2022-06-10-03,Melbourne CBD,5.84
3752,2022-06-10-04,Melbourne CBD,4.591
3753,2022-06-10-05,Melbourne CBD,1.186
3754,2022-06-10-06,Melbourne CBD,6.374
3755,2022-06-10-07,Melbourne CBD,3.338
3756,2022-06-10-08,Melbourne CBD,12.312
3757,2022-06-10-09,Melbourne CBD,11.251
3758,2022-06-10-10,Melbourne CBD,5.609
3759,2022-06-10-11,Melbourne CBD,7.215
3760,2022-06-10-12,Melbourne CBD,3.45
3761,2022-06-10-13,Melbourne CBD,10.943
3762,2022-06-10-14,Melbourne CBD,8.601
3763,2022-06-10-15,Melbourne CBD,5.506
3764,2022-06-10-16,Melbourne CBD,7.74
3765,2022-06-10-17,Melbourne CBD,3.972
3766,2022-06-10-18,Melbourne CBD,5.619
3767,2022-06-10-19,Melbourne CBD,8.879
3768,2022-06-10-20,Melbourne CBD,12.176
3769,2022-06-10-21,Melbourne CBD,7.318
3770,2022-06-10-22,Melbourne CBD,6.34
3771,2022-06-10-23,Melbourne CBD,4.563
3772,2022-06-11-00,Melbourne CBD,10.884
3773,2022-06-11-01,Melbourne CBD,8.987
3774,2022-06-11-02,Melbourne CBD,6.741
3775,2022-06-11-03,Melbourne CBD,9.683
3776,2022-06-11-04,Melbourne CBD,10.827
3777,2022-06-11-05,Melbourne CBD,10.264
3778,2022-06-11-06,Melbourne CBD,6.281
3779,2022-06-11-07,Melbourne CBD,7.735
3780,2022-06-11-08,Melbourne CBD,4.333
3781,2022-06-11-09,Melbourne CBD,7.832
3782,2022-06-11-10,Melbourne CBD,10.406
3783,2022-06-11-11,Melbourne CBD,5.652
3784,2022-06-11-12,Melbourne CBD,5.289
3785,2022-06-11-13,Melbourne CBD,3.153
3786,2022-06-11-14,Melbourne CBD,7.49
3787,2022-06-11-15,Melbourne CBD,9.252
3788,2022-06-11-16,Melbourne CBD,3.949
3789,2022-06-11-17,Melbourne CBD,7.022
3790,2022-06-11-18,Melbourne CBD,3.806
3791,2022-06-11-19,Melbourne CBD,3.626
3792,2022-06-11-20,Melbourne CBD,9.079
3793,2022-06-11-21,Melbourne CBD,5.83
3794,2022-06-11-22,Melbourne CBD,-0.104
3795,2022-06-11-23,Melbourne CBD,0.578
3796,2022-06-12-00,Melbourne CBD,5.312
3797,2022-06-12-01,Melbourne CBD,5.677
3798,2022-06-12-02,Melbourne CBD,9.262
3799,2022-06-12-03,Melbourne CBD,7.893
3800,2022-06-12-04,Melbourne CBD,4.611
3801,2022-06-12-05,Melbourne CBD,2.462
3802,2022-06-12-06,Melbourne CBD,3.933
3803,2022-06-12-07,Melbourne CBD,-1.56
3804,2022-06-12-08,Melbourne CBD,4.238
3805,2022-06-12-09,Melbourne CBD,8.017
3806,2022-06-12-10,Melbourne CBD,2.147
3807,2022-06-12-11,Melbourne CBD,4.985
3808,2022-06-12-12,Melbourne CBD,7.061
3809,2022-06-12-13,Melbourne CBD,4.222
3810,2022-06-12-14,Melbourne CBD,5.682
3811,2022-06-12-15,Melbourne CBD,6.207
3812,2022-06-12-16,Melbourne CBD,5.092
3813,2022-06-12-17,Melbourne CBD,4.914
3814,2022-06-12-18,Melbourne CBD,8.512
3815,2022-06-12-19,Melbourne CBD,5.938
3816,2022-06-12-20,Melbourne CBD,10.905
3817,2022-06-12-21,Melbourne CBD,7.713
3818,2022-06-12-22,Melbourne CBD,9.298
3819,2022-06-12-23,Melbourne CBD,4.592
3820,2022-06-13-00,Melbourne CBD,2.561
3821,2022-06-13-01,Melbourne CBD,2.881
3822,2022-06-13-02,Melbourne CBD,5.393
3823,2022-06-13-03,Melbourne CBD,3.552
3824,2022-06-13-04,Melbourne CBD,0.734
3825,2022-06-13-05,Melbourne CBD,2.938
3826,2022-06-13-06,Melbourne CBD,8.606
3827,2022-06-13-07,Melbourne CBD,6.911
3828,2022-06-13-08,Melbourne CBD,5.389
3829,2022-06-13-09,Melbourne CBD,1.941
3830,2022-06-13-10,Melbourne CBD,4.65
3831,2022-06-13-11,Melbourne CBD,6.585
3832,2022-06-13-12,Melbourne CBD,2.541
3833,2022-06-13-13,Melbourne CBD,4.508
3834,2022-06-13-14,Melbourne CBD,6.395
3835,2022-06-13-15,Melbourne CBD,6.132
3836,2022-06-13-16,Melbourne CBD,2.062
3837,2022-06-13-17,Melbourne CBD,0.81
3838,2022-06-13-18,Melbourne CBD,4.653
3839,2022-06-13-19,Melbourne CBD,1.334
3840,2022-06-13-20,Melbourne CBD,17.366
3841,2022-06-13-21,Melbourne CBD,33.907
3842,2022-06-13-22,Melbourne CBD,31.599
3843,2022-06-13-23,Melbourne CBD,25.121
3844,2022-06-14-00,Melbourne CBD,17.498
3845,2022-06-14-01,Melbourne CBD,7.477
3846,2022-06-14-02,Melbourne CBD,10.507
3847,2022-06-14-03,Melbourne CBD,2.945
3848,2022-06-14-04,Melbourne CBD,5.31
3849,2022-06-14-05,Melbourne CBD,8.167
3850,2022-06-14-06,Melbourne CBD,7.398
3851,2022-06-14-07,Melbourne CBD,5.051
3852,2022-06-14-08,Melbourne CBD,5.689
3853,2022-06-14-09,Melbourne CBD,6.332
3854,2022-06-14-10,Melbourne CBD,2.871
3855,2022-06-14-11,Melbourne CBD,11.521
3856,2022-06-14-12,Melbourne CBD,2.16
3857,2022-06-14-13,Melbourne CBD,3.164
3858,2022-06-14-14,Melbourne CBD,1.913
3859,2022-06-14-15,Melbourne CBD,2.044
3860,2022-06-14-16,Melbourne CBD,7.264
3861,2022-06-14-17,Melbourne CBD,7.588
3862,2022-06-14-18,Melbourne CBD,1.099
3863,2022-06-14-19,Melbourne CBD,1.65
3864,2022-06-14-20,Melbourne CBD,-3.233
3865,2022-06-14-21,Melbourne CBD,3.241
3866,2022-06-14-22,Melbourne CBD,0.28
3867,2022-06-14-23,Melbourne CBD,3.451
3868,2022-06-15-00,Melbourne CBD,0.564
3869,2022-06-15-01,Melbourne CBD,-1.176
3870,2022-06-15-02,Melbourne CBD,4.246
3871,2022-06-15-03,Melbourne CBD,-0.423
3872,2022-06-15-04,Melbourne CBD,-1.349
3873,2022-06-15-05,Melbourne CBD,2.374
3874,2022-06-15-06,Melbourne CBD,0.739
3875,2022-06-15-07,Melbourne CBD,2.442
3876,2022-06-15-08,Melbourne CBD,2.915
3877,2022-06-15-09,Melbourne CBD,5.065
3878,2022-06-15-10,Melbourne CBD,6.638
3879,2022-06-15-11,Melbourne CBD,5.663
3880,2022-06-15-12,Melbourne CBD,1.922
3881,2022-06-15-13,Melbourne CBD,0.619
3882,2022-06-15-14,Melbourne CBD,1.995
3883,2022-06-15-15,Melbourne CBD,-0.934
3884,2022-06-15-16,Melbourne CBD,-0.055
3885,2022-06-15-17,Melbourne CBD,1.895
3886,2022-06-15-18,Melbourne CBD,-2.423
3887,2022-06-15-19,Melbourne CBD,3.557
3888,2022-06-15-20,Melbourne CBD,5.355
3889,2022-06-15-21,Melbourne CBD,-3.995
3890,2022-06-15-22,Melbourne CBD,-0.315
3891,2022-06-15-23,Melbourne CBD,2.652
3892,2022-06-16-00,Melbourne CBD,-0.521
3893,2022-06-16-01,Melbourne CBD,1.165
3894,2022-06-16-02,Melbourne CBD,3.52
3895,2022-06-16-03,Melbourne CBD,4.299
3896,2022-06-16-04,Melbourne CBD,-0.313
