 postcode, legal_name, suburb, address, ogc_fid
3186.0,St Peter's Kindergarten Inc,BRIGHTON,77A WERE STREET ,5287
3930.0,Mt Eliza Preschool Inc,MOUNT ELIZA,95-97 WIMBLEDON AVENUE ,5289
3133.0,Birralee Preschool Association Inc,VERMONT SOUTH,21 WEEDEN DRIVE ,5290
3133.0,Eastmont Preschool Association Inc,VERMONT,32 FRANK STREET ,5291
3204.0,St Kevin's Out of Hours School Care Centre Inc,ORMOND,76 GLEN ORME AVENUE ,5292
3183.0,Brooklyn Avenue Pty Ltd,BALACLAVA,1/234 INKERMAN ST ,5295
3087.0,Watsonia North Preschool Inc,WATSONIA NORTH,68 MACORNA ST ,5297
3089.0,Early Advantage Children's Services Pty Ltd,DIAMOND CREEK,13 OLD DIAMOND CREEK RD ,5309
3204.0,Kilvington Grammar School Limited,ORMOND,2 LEILA RD ,5310
3186.0,Wilson Street Kindergarten Inc,BRIGHTON,11 WILSON  STREET ,5312
3943.0,Sorrento Preschool Inc,SORRENTO,SORRENTO PRESCHOOL 20-22 DARLING ROAD,5313
3044.0,Turner Street Pre-school Kindergarten Inc.,PASCOE VALE SOUTH,38 TURNER STREET ,5316
3138.0,Rolling Hills Primary School,MOOROOLBARK,52 LANDSCAPE DRIVE ,5317
3143.0,The King David School Holdings Ltd,ARMADALE,117 KOOYONG ROAD ,5318
3071.0,Clyde Street Kindergarten Inc,THORNBURY,70 CLYDE STREET ,5319
3158.0,Upwey Primary School,UPWEY,15 DARLING AVENUE ,5320
3162.0,Melbourne Grammar School,CAULFIELD,67 BALACLAVA ROAD ,5322
3178.0,Rowville Neighbourhood Learning Centre Inc,ROWVILLE,40 FULHAM ROAD ,5323
3071.0,Wales Street Primary School Council,THORNBURY,49 WALES STREET ,5324
3074.0,Arielcare Pty Ltd,THOMASTOWN,113 DALTON ROAD ,5325
3124.0,Fordham Avenue Kindergarten Association Inc,CAMBERWELL,24 FORDHAM AVENUE ,5326
3199.0,Piccolo's Accelerated Early Learning Pty Ltd,FRANKSTON SOUTH,118 OVERPORT ROAD ,5331
3072.0,Preston West Primary School,PRESTON,383 MURRAY ROAD ,5332
3133.0,Barriburn Preschool Association Inc,VERMONT SOUTH,337 MORACK ROAD ,5334
3910.0,Langwarrin Preschool Committee Inc,LANGWARRIN,LONG STREET ,5338
3175.0,LUNA FAMILY DAY CARE SCHEME PTY LTD,DANDENONG,U 2  65-67 POTTER ST ,5339
3162.0,Coco's Early Learning Centre P/L,CAULFIELD SOUTH,755 GLENHUNTLY ROAD ,5342
3162.0,Kids Time Early Learning Centre PTY LTD ATF Kids Time Trust,CAULFIELD SOUTH,755 GLENHUNTLY ROAD ,5343
3121.0,Richmond Creche and Kindergarten Inc,RICHMOND,10-14 ABINGER STREET ,5349
3913.0,Tyabb Village Childrens Centre Pty Ltd  ATF Tyabb Village Childrens Centre Trust,TYABB,TYABB CHILD CARE CENTRE 5 DENNIS ST,5350
3172.0,The trustee for JIN FAMILY TRUST,SPRINGVALE SOUTH,1 BELLAVISTA CT ,5351
3015.0,Home Road Kindergarten Inc,NEWPORT,44 HOME ROAD ,5389
3173.0,KEYSBOROUGH COMMUNITY CHILDRENS CENTRE INCORPORATED,KEYSBOROUGH,364 CHELTENHAM RD ,5354
3173.0,Keysborough Kindergarten Incorporated,KEYSBOROUGH,364 CHELTENHAM RD ,5355
3199.0,Baden-Powell Pre-School Inc,FRANKSTON,LOT 2 HUMPHRIES ROAD ,5360
3058.0,Newlands Preschool Centre Inc,COBURG,20 MURRAY ROAD ,5364
3032.0,Ascot Vale Progress Kindergarten Association Inc,ASCOT VALE,11 BROWN AVENUE ,5365
3126.0,Jane Webb; Philip Webb,CANTERBURY,15 GWENDA AVENUE ,5368
3113.0,Warrandyte Child Care & Preschool Centre Co-op Ltd,WARRANDYTE,2 MASONIC AVENUE ,5369
3144.0,Little St Margarets Ltd,MALVERN,29 MAYFIELD AVENUE ,5371
3146.0,Alfred Road Kindergarten Inc,GLEN IRIS,48A ALFRED ROAD ,5372
3012.0,Scots Presbyterian Kindergarten Inc,WEST FOOTSCRAY,141 ESSEX STREET ,5373
3101.0,North Kew Kindergarten Inc,KEW,152 PAKINGTON STREET ,5374
3094.0,Sherbourne Preschool Assoc Inc,MONTMORENCY,156 SHERBOURNE ROAD ,5379
3911.0,Baxter Primary School,BAXTER,120 GRANT ROAD ,5382
3169.0,Shine Child Care Pty Ltd,CLARINDA,1222 CENTRE ROAD ,5383
3155.0,Alchester Village Preschool Inc,BORONIA,30 LOCKWOODS ROAD ,5385
3088.0,Apollo Parkways Preschool Inc,GREENSBOROUGH,31 PLENTY RIVER DRIVE ,5386
3131.0,Parkmore Preschool Assoc Inc,FOREST HILL,41 JOLIMONT ROAD ,5388
3133.0,Terrara Preschool Assoc Inc,VERMONT SOUTH,15 WALBROOK DRIVE ,5391
3204.0,TECHAMO PTY LTD,BENTLEIGH,U 2  1-3 ANDERSON ST ,5393
3155.0,Boronia K-12 College College Council,BORONIA,RANGEVIEW ROAD ,5394
3186.0,Marcrob Pty Ltd,BRIGHTON,UNIT 1 7 GRANTHAM COURT ,5395
3187.0,BAMBINI CENTRE ROAD PTY LTD,BRIGHTON EAST,125-127 CENTRE RD ,5397
3138.0,YARRALINDA SCHOOL ASSOCIATION INC,MOOROOLBARK,4 BIRCHWOOD DR ,5398
3181.0,Stonnington Children's Centre Inc,WINDSOR,110 UNION STREET ,5416
3074.0,Thomastown East Primary School Council,THOMASTOWN,82 CEDAR STREET ,5417
3195.0,Aspendale North Kindergarten Inc,ASPENDALE,13 CONNEWARRA AVENUE ,5419
3196.0,Chelsea Kindergarten Incorporated,CHELSEA,71 CATHERINE AVENUE ,5420
3197.0,Patterson Lakes Childcare Pty Ltd ATF Patterson Lakes Childcare Trust,CARRUM,106 MCLEOD ROAD ,5424
3145.0,Early Years at Phoenix Park Inc,EAST MALVERN,25 QUENTIN ROAD ,5426
3174.0,Yarraman Oaks Primary School,NOBLE PARK,27 LIEGE AVENUE ,5427
3162.0,Shelford Girls' Grammar,CAULFIELD,3 HOOD CRESCENT ,5465
3056.0,Brunswick Kindergarten Incorporated,BRUNSWICK,61 GLENLYON ROAD ,5430
3130.0,Katrina Preschool Association Inc,BLACKBURN NORTH,69 KATRINA STREET ,5431
3136.0,Rosco Nominees Pty Ltd,CROYDON,78 HEWISH ROAD ,5433
3927.0,Somers Primary School,SOMERS,87 CAMP HILL ROAD ,5434
3162.0,Buddies Grange Road Pty Ltd ATF Rosenberg Buddies Grange Rd Family Trust,CAULFIELD SOUTH,U 1  875 GLEN HUNTLY RD ,5437
3163.0,R.J CIDDOR & J.P KALBSTEIN,GLEN HUNTLY,U 2  33 MACGOWAN AVE ,5438
3018.0,Altona Early Learning Centre Pty Ltd ATF Azzopardi Family Trust,ALTONA,40 SARGOOD ST ,5439
3020.0,Ms Milgo Samatar,SUNSHINE,2/24 DEVONSHIRE RD ,5441
3047.0,SELIMIYE FOUNDATION LIMITED,DALLAS,22-24 LISMORE ST ,5443
3093.0,PLED PTY LTD,LOWER PLENTY,3 PALAMINO CT ,5446
3162.0,Glen Eira Kindergarten Association Inc.,CAULFIELD SOUTH,843A GLEN HUNTLY RD ,5451
3130.0,Indra Preschool Association Inc,BLACKBURN SOUTH,38 EDINBURGH ROAD ,5463
3180.0,Wadad Pty Ltd,KNOXFIELD,35 LAKEWOOD DRIVE ,5464
3150.0,Waverley Meadows Preschool Association Inc,WHEELERS HILL,6 FARNHAM AVENUE ,5466
3172.0,Darren Reserve Kindergarten Inc,SPRINGVALE SOUTH,3 GILLIAN STREET ,5467
3132.0,Rangeview Preschool Association Inc,MITCHAM,3 RUPERT STREET ,5468
3109.0,Active Educare Pty Ltd,DONCASTER EAST,2 RENSHAW STREET ,5469
3075.0,Lalor Primary School,LALOR,26 MAXWELL STREET ,5472
3162.0,Grace Children Services Pty Ltd,CAULFIELD,19 GLENCOE STREET ,5473
3183.0,Ripponlea Kindergarten Inc,ST KILDA EAST,25 CARRINGTON GROVE ,5478
3183.0,Ripponlea Primary School Council,ST KILDA EAST,25 CARRINGTON GROVE ,5479
3910.0,Kids Paradise McClelland Drive Pty Ltd,LANGWARRIN,452 MCCLELLAND DRIVE ,5483
3792.0,The Patch Primary School Council,THE PATCH,53 KALLISTA-EMERALD ROAD ,5484
3194.0,Mentone Preschool Association Inc,MENTONE,6 STATION STREET ,5485
3196.0,Chelsea Central 2 Pty Ltd,CHELSEA,71 BLANTYRE AVENUE ,5487
3083.0,Warrawee Park Preschool Inc,BUNDOORA,10 THE RAMEO ,5488
3196.0,Taylor & Smythe Pty Ltd,CHELSEA,29 WOODBINE GROVE ,5489
3000.0,Kids on Collins Pty Ltd,MELBOURNE,600 COLLINS ST ,5490
3159.0,SELBY PRIMARY SCHOOL COUNCIL,SELBY,2 MORLEY ST ,5492
3122.0,Swinburne Community Child Care Co-op,HAWTHORN,32-36 PARK STREET ,5499
3796.0,Joy Avenue Preschool Incorporated,MOUNT EVELYN,JOY AVENUE ,5525
3183.0,MAXAL PTY. LTD.,ST KILDA EAST,61 BALACLAVA RD ,5539
3175.0,Rosswood Preschool Inc,DANDENONG NORTH,70 OUTLOOK DRIVE ,5547
3137.0,Gladesville Primary School Council,KILSYTH,48 GLADESVILLE DRIVE ,5551
3107.0,Templestowe Valley Pre-School Association Inc,TEMPLESTOWE LOWER,3 BIRCHWOOD AVENUE ,5553
3172.0,Dingley Kindergarten Centres Inc,DINGLEY VILLAGE,37 MARCUS ROAD ,5554
3000.0,Uniting Church in Australia Property Trust (Victoria),MELBOURNE,130 LITTLE COLLINS STREET ,5559
3029.0,Kids World Family Day Care Pty Ltd,HOPPERS CROSSING,346 HEATHS ROAD ,5562
3150.0,Brandon Park Children's Centre Inc,GLEN WAVERLEY,659 FERNTREE GULLY ROAD ,5564
3189.0,Bruthen Street Kindergarten Inc,Moorabbin,Bruthen Street Kindergarten ,5568
3109.0,Betty Kwarteng,DONCASTER EAST,U 6 / 4 CHERRY BLOSSOM CT ,5573
3141.0,Renown Kindergarten Inc,SOUTH YARRA,RENOWN KINDERGARTEN 20 CLIFF ST,5596
3101.0,Davis Street Kindergarten Assoc Inc,KEW,40 DAVIS STREET ,5600
3000.0,Royal Melbourne Institute of Technology,MELBOURNE,97 FRANKLIN STREET ,5602
3046.0,Glen Oak Kindergarten Inc,OAK PARK,11 WATT AVENUE ,5605
3135.0,Heathmont East Preschool Inc,HEATHMONT,4A PLEASANT DRIVE ,5612
3074.0,Thomastown West Preschool Inc,THOMASTOWN,127 EDGARS ROAD ,5613
3752.0,Special World Pty. Ltd.,SOUTH MORANG,112A 2 MURDOCH ROAD ,5620
3032.0,Mr Iyob Tesfu,MARIBYRNONG,U 102  1 THOMAS HOLMES ST ,5622
3141.0,Cheder Levi Yitzchok Inc.,SOUTH YARRA,72 RIVER ST ,5629
3049.0,Life's Great Adventure Pty Ltd trading as The Trustee for the Tullberg Family Trust,WESTMEADOWS,2 310 MICKLEHAM RD ,5630
3150.0,Ashcove Pty Ltd as Trustee for the Neil Campbell Family Trust,WHEELERS HILL,25 HONEYSUCKLE AVE ,5643
3015.0,South Kingsville Preschool Inc,SOUTH KINGSVILLE,43 PAXTON STREET ,5669
3186.0,North Brighton Kindergarten Incorporated,BRIGHTON,145A COCHRANE STREET ,5683
3058.0,VICSEG New Futures,COBURG,11-13 MUNRO ST ,5702
3020.0,LOVING KIDS FAMILY DAY CARE PTY LTD,SUNSHINE,1/475 BALLARAT RD ,5707
3128.0,3 Apples Childcare Centre Pty Ltd,BOX HILL,1/11 KINTORE CRESCENT ,5717
3150.0,Nissrohi Pty Ltd ATF Vincent & Mei Business Trust,GLEN WAVERLEY,988-990 HIGH STREET RD ,5744
3167.0,Washington Drive Preschool Inc,OAKLEIGH SOUTH,3 WASHINGTON DRIVE ,5749
3206.0,Albert Park Preschool Inc,ALBERT PARK,18 DUNDAS PLACE ,5750
3143.0,Armadale Early Learning Centre Inc,ARMADALE,3 FULTON STREET ,5752
3082.0,Blossom Park Kindergarten Inc,MILL PARK,59 AZALEA AVENUE ,5753
3055.0,LITTLE ANGELS CHOICE FAMILY DAY CARE PTY LTD,BRUNSWICK WEST,U 4  388 ALBION ST ,5770
3169.0,Starfish Childcare Clayton South Pty Ltd ATF Starfish Clayton South Trust,CLAYTON SOUTH,48 KALLAY STREET ,5818
3193.0,Mrs Aglaia Elli Kapiniaris,BEAUMARIS,98 CROMER ROAD ,5834
3205.0,ELC ONE EARLY EDUCATION GROUP Pty Ltd,SOUTH MELBOURNE,LEVEL 4  88 ALBERT RD ,5838
3047.0,SHARAF FAMILY DAY CARE PTY LTD,BROADMEADOWS,U 2 40 LAKESIDE DRIVE ,5841
3144.0,Delsouth McKinnon Pty Ltd ATF Delsouth McKinnon Unit Trust,MALVERN,253 WATTLETREE RD ,5844
3029.0,BRIGHT KIDS FDC PTY LTD,TRUGANINA,9 RONALD RD ,5847
3029.0,Fantastic Family Day Care Services Pty Ltd,HOPPERS CROSSING,71 MORRIS RD ,5849
3931.0,Leslie Moorhead Preschool Centre Inc,MORNINGTON,CROMWELL STREET ,5858
3023.0,Village Early Education Group Pty Ltd ATF Village Early Education Trust,DEER PARK,47 FERRIS AVE ,5873
3029.0,LOVE AND LEARNING FAMILY DAYCARE SERVICES PTY LTD,TARNEIT,65 ROSE GRANGE BVD ,5880
3029.0,Mrs Sindhu Randev,TARNEIT,65 ROSE GRANGE BVD ,5881
3144.0,Delsouth Corporation Pty Ltd  As Trustee For Delsouth Unit Trust,MALVERN,253 WATTLETREE ROAD ,5883
3186.0,Hunt Community Child Care Centre Inc,BRIGHTON,103 COCHRANE STREET ,5896
3149.0,Essex Heights Juniors Pty Ltd,MOUNT WAVERLEY,102 HUNTINGDALE ROAD ,5897
3029.0,PREMIER CHOICE PTY LTD,TARNEIT,1 CORFU AVENUE ,5900
3000.0,BasicNeeds Australia Inc.,MELBOURNE,ROSS HOUSE  247-251 FLINDERS LANE,5923
3020.0,MELBOURNE FAMILY DAY CARE PTY LTD,SUNSHINE NORTH,UNIT 2 30 FORD AVENUE ,5930
3184.0,SHINETIME EARLY LEARNING CENTER PTY LTD ATF SHINETIME EARLY CENTRE TRUST,ELWOOD,1A FOAM ST ,5956
3020.0,Kuol Deng,SUNSHINE,37A DEVONSHIRE RD ,5986
3023.0,F&N Hamza,CAROLINE SPRINGS,21-24 FEDERATION WAY BROOKSIDE EARLY LEARNING CENTRE,6004
3196.0,Edithvale Preschool Centre Assoc Inc,EDITHVALE,29 FRASER AVENUE ,6013
3201.0,R & V SUSON PTY LTD,CARRUM DOWNS,3 FRANKSTON GARDENS DR ,6114
3171.0,Mardee Investments Pty Ltd,SPRINGVALE,12 SILVAN AVENUE ,6137
3068.0,John William Fenn; Rhonda Joan Fenn,FITZROY NORTH,476 QUEENS PARADE ,6158
3053.0,Melbcarlton Family Day Care Pty Ltd,CARLTON,161/480 LYGON ST ,6179
3144.0,The Trustee for Delsouth Bentleigh Unit Trust,MALVERN,STONNINGTON DAY SURGERY 253 WATTLETREE RD,6191
3162.0,UNITED JEWISH EDUCATION BOARD INC,CAULFIELD,BETH WEIZMANN 306 HAWTHORN RD,6230
3174.0,Yarraman Centre Victoria Inc,NOBLE PARK,33 JOFFRE STREET ,6295
3160.0,Belgrave Preschool Inc,BELGRAVE,5 HAYES PLACE ,6304
3021.0,ROWENA FAMILY DAY CARE PTY LTD,ST ALBANS,11 EAST ESPLANADE ,6358
3023.0,Abdi Omar,DEER PARK,1 OSBORNE CL ,6374
3152.0,Ingrid Holzmann,WANTIRNA,19 BIRCHFIELD CRESCENT ,6517
3152.0,Karsam Pty Ltd,WANTIRNA,19 BIRCHFIELD CRESCENT ,6518
3169.0,Norman Fischer Memorial Preschool Inc,CLAYTON SOUTH,46 KALLAY STREET ,6533
3000.0,Future Kids Pty Ltd As Trustee For Future Kids Unit Trust,MELBOURNE,UNIT 3B 190 BOURKE STREET ,6564
3056.0,Dawson Street Child Care Co-op Ltd,BRUNSWICK,31 DAWSON ST ,6602
3152.0,Michelle Assaf,WANTIRNA,1 ALDERFORD DR ,6626
3075.0,Gabow Family Day Care Pty Ltd,LALOR,1 POSITANO WAY ,6689
3182.0,BALL SLOAN ENTERPRISES PTY. LTD.,ST KILDA,U 502  10 MARTIN ST ,6748
3075.0,United Family Day Care Pty Ltd,LALOR,13 POSITANO WAY ,6896
3020.0,Trabren Pty Ltd,ALBION,145 ANDERSON ROAD ,6897
3205.0,Scotia Australia P/L,SOUTH MELBOURNE,153 MONTAGUE STREET ,6916
3072.0,Ashley's Health Care Pty Ltd,PRESTON,351 BELL ST ,6977
3123.0,Auburn South Preschool Inc,HAWTHORN EAST,5 ANDERSON ROAD ,7040
3179.0,Scoresby Primary School,SCORESBY,11 INGRID STREET ,7053
3183.0,Chabad Institution of Australia Inc,ST KILDA EAST,88 HOTHAM STREET ,7067
3133.0,Vermont Primary School Council,VERMONT,10 NURLENDI ROAD ,7091
3133.0,SmartOz Pty Ltd ATF Ozy Olive Unit Trust,VERMONT,11 KAY CT ,7092
3796.0,Karen Marie Donders,MT EVELYN,113 BAILEY ROAD ,7093
3133.0,KINDIE CARE PTY LTD,VERMONT SOUTH,19 KOLONGA CT ,7095
3133.0,Smigal PTY LTD,VERMONT,7 GREY STREET ,7098
3040.0,BISRAT FAMILY DAY CARE PTY. LTD.,ESSENDON,11 1064 MT ALEXANDER RD ,7100
3011.0,ANJANIKAS FAMILY ENTERPRISE PTY. LTD.,FOOTSCRAY,U 105  144-148 NICHOLSON ST ,7103
3065.0,ALL KIDS CARE FAMILY DAY CARE PTY LTD,FITZROY,U 111  125 NAPIER ST ,7105
3121.0,CHILDRENS FUTURE FAMILY DAY CARE PTY LTD,RICHMOND,U 114  106 ELIZABETH ST ,7106
3141.0,EARLIEST PTY LTD,SOUTH YARRA,U 12  33 MURPHY ST ,7107
3051.0,Miss Ikran Abdulle,NORTH MELBOURNE,U 148  12 SUTTON ST ,7109
3065.0,GOLDEN WATTLE FAMILY DAY CARE PTY LTD,FITZROY,U 200  90 BRUNSWICK ST ,7113
3031.0,KUTUB FAMILY DAY CARE PTY LTD,FLEMINGTON,U 21  126 RACECOURSE RD ,7114
3072.0,LANGMANN PTY LTD,PRESTON,U 29  44-46 MARY ST ,7116
3011.0,WYNDHAM GENESIS FDC PTY LTD,FOOTSCRAY,U 302  21 MORELAND ST ,7117
3053.0,Shaun Wei Jie Sng,CARLTON,U 413  1 BOUVERIE ST ,7123
3065.0,ONNEES FAMILY DAY CARE PTY LTD,FITZROY,U 515  150 BRUNSWICK ST ,7124
3053.0,CUTE AND CUDDLE FAMILY DAY CARE PTY. LTD.,CARLTON,U 63  478 DRUMMOND ST,7125
3053.0,STEPPING STONES ACADEMY FDC PTY.LTD,CARLTON,U 706  38 ELGIN ST ,7127
3108.0,Kids R Creative Family Day Care Pty Ltd,DONCASTER,U 710  95 TRAM RD ,7128
3031.0,EXCEPTIONAL FAMILY DAY CARE PTY. LTD.,FLEMINGTON,U 89  130 RACECOURSE RD ,7130
3011.0,Sunrise Daycare Pty Ltd,FOOTSCRAY,UNIT 3 144/148 NICHOLSON ST,7132
3011.0,Altona Meadows Family Day Care Pty Ltd,FOOTSCRAY,144-148 NICHOLSON ST ,7133
3011.0,Gaadokaroor Family Day Care Scheme Pty Ltd,FOOTSCRAY,144-148 NICHOLSON ST ,7134
3051.0,BRIGHT SUN FAMILY DAY CARE PTY LTD,NORTH MELBOURNE,218 CHETWYND ST,7136
3021.0,Azaria Family Day Care Pty Ltd,ST ALBANS,9/32 EAST ESPLANADE ,7138
3023.0,M.D Bol & A Weil,CAROLINE SPRINGS,LEVEL 3 SUITE 2 13-15 LAKE STREET,7139
3000.0,Little Assets Pty Ltd ATF Little Assets Unit Trust,MELBOURNE,LEVEL 3 TOWER 3 18 - 38 SIDDELEY STREET ,7140
8005.0,Little Assets WTC Pty Ltd,MELBOURNE,LEVEL 3 TOWER 3 18 - 38 SIDDELEY STREET ,7141
3031.0,EXPLORE LEARN AND GROW PTY. LTD.,FLEMINGTON,UNIT 191 130 RACECOURSE ROAD ,7144
3051.0,Fun N Fabulous Family Day Care Pty Ltd,NORTH MELBOURNE,111 / 12 SUTTON STREET ,7146
3026.0,POINTS FAMILY DAY CARE PTY LTD,LAVERTON NORTH,BUILDING 11/47-51 LITTLE BOUNDARY ROAD ,7150
3042.0,Early Learning Family Day Care Pty Ltd,KEILOR PARK,UNIT 10 14 CONCORDE DR ,7161
3066.0,BYKANDT PTY LTD for The Dalziel Family Trust,COLLINGWOOD,U 1  92 WELLINGTON ST ,7162
3122.0,SALAAR FAMILY DAY CARE PTY LTD,HAWTHORN,U 7  187 AUBURN RD ,7166
3019.0,KIDS SANCTUARY FAMILY DAY CARE PTY LTD,BRAYBROOK,U 2  6 SOUTH RD ,7172
3148.0,Abdulrahman Moose,BRUNSWICK,U 3  650A SYDNEY RD ,7173
3079.0,Timothy James Walsh,IVANHOE,U 4  7 WAVERLEY AVE ,7174
3976.0,BRIGHT KIDS FAMILY DAYCARE PTY. LTD.,HAMPTON PARK,U 6 19 ENTERPRISE AVE ,7176
3155.0,Magic Garden Childcare Centre Pty Ltd as Trustee for the MacKenzie Family Trust,BORONIA,U 1  19 WOODVALE RD ,7184
3145.0,Young Einsteins Early Learning Centre Pty Ltd ATF P Moodley Trust,MALVERN EAST,U 3  17-19 REPTON RD ,7194
3072.0,Faduma Alio,PRESTON,294-296 HIGH ST ,7198
3175.0,Little Penguins Family Day Care Pty Ltd,DANDENONG,22 WILMA AVE ,7202
3030.0,Kids Heaven Family Day Care Services Pty Ltd,DERRIMUT,UNIT 9  81 ELGAR ROAD ,7204
3193.0,Mordi Kids Pty Ltd,BEAUMARIS,UNIT 1 21 ALFRED STREET,7209
3809.0,Mrs Shoheli Sunjida,OFFICER,38 MARY ST ,7210
3181.0,The Trustee For the Wonder Childcare Unit Trust,PRAHRAN,UNIT 11/29 GREVILLE STREET ,7211
3031.0,Ms Nejla Muhammad,FLEMINGTON,U 99  130 RACECOURSE RD ,7225
3000.0,Genius Learning PTY LTD,MELBOURNE,1 COLLINS ST,7226
3141.0,C.L SAVAGE & J.L TIDD,SOUTH YARRA,35 MALCOLM ST,7233
3084.0,Precious Moments Family Day Care,HEIDELBERG,210/100 MOUNT STREET ,7239
3065.0,Barwaaqo Family Day Care Pty Ltd,FITZROY,41/140 BRUNSWICK STREET ,7240
3031.0,Kid's Learning Family Day Care,FLEMINGTON,62/12 HOLLAND COURT ,7241
3029.0,Mr MD Mahbubur Rahman,TRUGANINA,33 VICTORIA STREET ,7244
3175.0,Hosneyah Qasemi,DANDENONG,U 4  3 HEMMINGS ST ,7248
3030.0,Treasure Time Family Day Care Pty Ltd,DERRIMUT,U 6  31 ELGAR RD ,7249
3109.0,PINES LEARNING INC,DONCASTER EAST,U 1  520 BLACKBURN RD ,7250
3011.0,Ms Yier Makuet and Ms Yier Makuet and Ms Natalina Makuet and Ms Yier Makuet and Ms Natalina Makuet,FOOTSCRAY,SUITE 1 28C IRVING ST ,7254
3031.0,DESTINY FAMILY DAY CARE SERVICES PTY LTD,KENSINGTON,U 1  12 DURHAM ST ,7255
3128.0,MOTHERS LOVE CHILD CARE SERVICES PTY. LTD.,BOX HILL,SUITE 6 205A MIDDLEBOROUGH RD ,7261
3029.0,TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD,HOPPERS CROSSING,U 3  23A OLD GEELONG RD ,7274
3011.0,ROYALE FAMILY DAY CARE PTY LTD,FOOTSCRAY,SUITE 2  154-160 NICHOLSON ST ,7275
3029.0,Kids Kare Family Day Care Pty Ltd,HOPPERS CROSSING,U 2  23A OLD GEELONG RD ,7277
3198.0,HOPE CARRUM DOWNS PTY LTD,SEAFORD,U 3  39 BRUNEL RD ,7278
3198.0,Hope Frankston Heights PTY LTD,SEAFORD,U 3  39 BRUNEL RD ,7279
3019.0,Early Education Family Day Care Pty Ltd,BRAYBROOK,U 1  36-38 CARLTON ST ,7284
3199.0,Little Acorns Childcare Pty Ltd,FRANKSTON,231 FRANKSTON - FLINDERS ROAD ,7287
3020.0,CHILDREN AT HOME FAMILY DAY CARE PTY LTD,SUNSHINE WEST,U 1  114 FAIRBAIRN RD ,7288
3011.0,MUMMINA PTY LTD,FOOTSCRAY,U 1  209 NICHOLSON ST ,7290
3011.0,Negassa Badasse,FOOTSCRAY,U 1  28 PICKETT ST ,7291
3206.0,Bambini RCH Pty Ltd,MIDDLE PARK,20B ARMSTRONG ST ,7294
3020.0,UNHU RECRUITMENT PTY LTD,SUNSHINE NORTH,4 22 NOTTINGHAM STREET ,7295
3109.0,Elham Jahanshiri,DONCASTER EAST,U 1  44 RENSHAW ST ,7297
3011.0,Kids 4 Care Family Day Care Pty Ltd,FOOTSCRAY,8 41 PAISLEY STREET ,7305
3099.0,Hurstbridge Preschool Inc,HURSTBRIDGE,8 GRAYSHARPS ROAD ,7306
3189.0,Team Holiday Pty Ltd ATF Team Holiday Trust,MOORABBIN,1B 273/275 WICKHAM ROAD ,7321
3011.0,A.D KOK & A.A KOTHEA,FOOTSCRAY,U 11/7-9 LEEDS ST ,7324
3066.0,Smart Family Day Care Pty Ltd,COLLINGWOOD,U 4  89 PERRY STREET ,7325
3032.0,Early Learning Family Daycare Pty. Ltd.,ASCOT VALE,U3 148 EPSOM RD ,7326
3029.0,B & F FAMILY DAY CARE PTY LTD,TARNEIT,5 ESSEX CT ,7327
3062.0,Mrs Secil Sezer,SOMERTON,LEVEL 1  22B SOMERTON RD ,7328
3060.0,INSHA FAMILY DAY CARE PTY LTD,FAWKNER,LEVEL 1 49 BONWICK ST,7329
3168.0,Learn and Play House Pty Ltd,CLAYTON,SUITE 1 96 GARDEN ROAD ,7330
3124.0,Endeavour Childcare Pty Ltd,CAMBERWELL,SUITE 2 1386 TOORAK RD ,7331
3012.0,Kids Stars Family Day Care Pty Ltd,MAIDSTONE,U 2  38 RICHELIEU ST ,7332
3030.0,APPLES FAMILY DAY CARE PTY. LTD.,DERRIMUT,SUITE 3 10 CASTRO WAY,7336
3130.0,JJVS Group Early Learning Centres Pty Ltd ATF The Lau Family Trust No. 3,BLACKBURN SOUTH,14 EDINBURGH RD ,7339
3058.0,Jodie Signorino,COBURG,19A QUEEN ST ,7341
3171.0,The Partnership of Yvette Cho Thi and Glenda Batinga Simalong,SPRINGVALE,54 LEWIS ST ,7343
3807.0,Little Owls Enterprises Pty Ltd ATF Little Owls Early Learning Centre Trust,BEACONSFIELD,6 STELLA ST ,7344
3163.0,SCA LATOUCHE NOMINEES PTY. LTD. ATF LATOUCHE FAMILY TRUST,MURRUMBEENA,17 HENTY ST ,7345
3804.0,Little Joey's Early Learning Pty Ltd,NARRE WARREN EAST,2-4 DORNING RD ,7346
3152.0,The Knox School Limited,WANTIRNA SOUTH,220 BURWOOD HWY ,7347
3184.0,THE ELWOOD CHILDRENS CENTRE INC,ELWOOD,46 TENNYSON ST ,7349
3058.0,AWSOME FAMILY DAY CARE SERVICES PTY. LTD.,COBURG,67 SYDNEY RD ,7350
3058.0,Learning 4 Kidz Pty Ltd,COBURG,67 SYDNEY RD ,7351
3058.0,YOUNG MINDS INTERNATIONAL PTY LTD,COBURG,67 SYDNEY RD ,7352
3058.0,EARLY CARE EARLY LEARNING VISION FDC PTY. LTD.,COBURG,SUITE 1 G 67 SYDNEY RD,7353
3061.0,EARLY STEPS FAMILY DAY CARE PTY. LTD.,CAMPBELLFIELD,1523-1525 SYDNEY RD ,7354
3147.0,Saffron & Co (Victoria) Pty. Ltd,ASHWOOD,2 BROOKE CT ,7355
3037.0,ATN SOLUTION PTY LTD,SYDENHAM,2 SALISBURY CT ,7357
